skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-c-core-ultimate,c-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-c-core-passive,c-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chiyo-core-basic,chiyo-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chiyo-core-skill-1,chiyo-core,SKILL_1,puppet-needles,Puppet Needles,Puppet Needles,PHYSICAL,ACTIVE,puppet,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/puppet-needles; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chiyo-core-skill-2,chiyo-core,SKILL_2,poison-cloud,Poison Cloud,Poison Cloud,CHAKRA,ACTIVE,poison,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/poison-cloud; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chiyo-core-ultimate,chiyo-core,ULTIMATE,hundred-puppets,Hundred Puppets,Hundred Puppets,CHAKRA,ULTIMATE,puppet|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/hundred-puppets; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chiyo-core-passive,chiyo-core,PASSIVE,passive-puppet,Passive Puppet,Passive Puppet,CHAKRA,PASSIVE,puppet|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/passive-puppet; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choji-shippuden-basic,choji-shippuden,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choji-shippuden-skill-1,choji-shippuden,SKILL_1,partial-expansion,Partial Expansion,Partial Expansion,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/partial-expansion; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choji-shippuden-skill-2,choji-shippuden,SKILL_2,human-boulder,Human Boulder,Human Boulder,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/human-boulder; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choji-shippuden-ultimate,choji-shippuden,ULTIMATE,butterfly-bomb,Butterfly Bomb,Butterfly Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/butterfly-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choji-shippuden-passive,choji-shippuden,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chojuro-core-basic,chojuro-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chojuro-core-skill-1,chojuro-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chojuro-core-skill-2,chojuro-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chojuro-core-ultimate,chojuro-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chojuro-core-passive,chojuro-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choza-akimichi-core-basic,choza-akimichi-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choza-akimichi-core-skill-1,choza-akimichi-core,SKILL_1,partial-expansion,Partial Expansion,Partial Expansion,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/partial-expansion; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choza-akimichi-core-skill-2,choza-akimichi-core,SKILL_2,human-boulder,Human Boulder,Human Boulder,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/human-boulder; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choza-akimichi-core-ultimate,choza-akimichi-core,ULTIMATE,butterfly-bomb,Butterfly Bomb,Butterfly Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/butterfly-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-choza-akimichi-core-passive,choza-akimichi-core,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chukichi-core-basic,chukichi-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chukichi-core-skill-1,chukichi-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chukichi-core-skill-2,chukichi-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chukichi-core-ultimate,chukichi-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-chukichi-core-passive,chukichi-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dan-kato-core-basic,dan-kato-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dan-kato-core-skill-1,dan-kato-core,SKILL_1,genjutsu-eye,Genjutsu Eye,Genjutsu Eye,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/genjutsu-eye; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dan-kato-core-skill-2,dan-kato-core,SKILL_2,mind-destruction,Mind Destruction,Mind Destruction,CHAKRA,ACTIVE,mind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/mind-destruction; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dan-kato-core-ultimate,dan-kato-core,ULTIMATE,illusion-prison,Illusion Prison,Illusion Prison,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/illusion-prison; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dan-kato-core-passive,dan-kato-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from genjutsu/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-danzo-candidate-basic,danzo-candidate,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-danzo-candidate-skill-1,danzo-candidate,SKILL_1,wind-scythe,Wind Scythe,Wind Scythe,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-scythe; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-danzo-candidate-skill-2,danzo-candidate,SKILL_2,wind-blade,Wind Blade,Wind Blade,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-danzo-candidate-ultimate,danzo-candidate,ULTIMATE,great-wind-burst,Great Wind Burst,Great Wind Burst,CHAKRA,ULTIMATE,wind|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/great-wind-burst; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-danzo-candidate-passive,danzo-candidate,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-darui-core-basic,darui-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-darui-core-skill-1,darui-core,SKILL_1,lightning-armor,Lightning Armor,Lightning Armor,CHAKRA,ACTIVE,lightning,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/lightning-armor; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-darui-core-skill-2,darui-core,SKILL_2,storm-laser,Storm Laser,Storm Laser,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/storm-laser; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-darui-core-ultimate,darui-core,ULTIMATE,black-lightning,Black Lightning,Black Lightning,CHAKRA,ULTIMATE,lightning|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/black-lightning; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-darui-core-passive,darui-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from storm/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-deidara-core-basic,deidara-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from deidara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-deidara-core-skill-1,deidara-core,SKILL_1,c1-birds,C1 Clay Birds,C1 Clay Birds,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from deidara/c1-birds; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-deidara-core-skill-2,deidara-core,SKILL_2,c2-dragon,C2 Clay Dragon,C2 Clay Dragon,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from deidara/c2-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-deidara-core-ultimate,deidara-core,ULTIMATE,c4-karura,C4 Karura,C4 Karura,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from deidara/c4-karura; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-deidara-core-passive,deidara-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from deidara/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dodai-core-basic,dodai-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dodai-core-skill-1,dodai-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dodai-core-skill-2,dodai-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dodai-core-ultimate,dodai-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dodai-core-passive,dodai-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dosu-kinuta-core-basic,dosu-kinuta-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dosu-kinuta-core-skill-1,dosu-kinuta-core,SKILL_1,flute-genjutsu,Flute Genjutsu,Flute Genjutsu,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/flute-genjutsu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dosu-kinuta-core-skill-2,dosu-kinuta-core,SKILL_2,sound-wave,Sound Wave,Sound Wave,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/sound-wave; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dosu-kinuta-core-ultimate,dosu-kinuta-core,ULTIMATE,demon-flute-phantoms,Demon Flute Phantoms,Demon Flute Phantoms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/demon-flute-phantoms; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-dosu-kinuta-core-passive,dosu-kinuta-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ebisu-core-basic,ebisu-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ebisu-core-skill-1,ebisu-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ebisu-core-skill-2,ebisu-core,SKILL_2,kunai-volley,Kunai Volley,Kunai Volley,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/kunai-volley; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-ebisu-core-ultimate,ebisu-core,ULTIMATE,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
